Unnamed: 0,Unnamed: 1,Unnamed: 2,MDA Code,MDA Name,MDA Type,Cluster,Tier,Justification (Summary)
,,,1011.0,Ministry of Interior and National Administration,Ministry,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1012.0,Ministry of Labour and Social Protection,Ministry,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1013.0,"Ministry of Lands, Public Works, Housing and Urban Development",Ministry,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1014.0,"Ministry of Mining, Blue Economy and Maritime Affairs",Ministry,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1016.0,"Ministry of Public Service, Gender and Affirmative Action",Ministry,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1017.0,Ministry of Roads and Transport,Ministry,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1019.0,"Ministry of Tourism, Wildlife and Heritage",Ministry,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1020.0,"Ministry of Trade, Investments and Industry",Ministry,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1021.0,"Ministry of Water, Sanitation and Irrigation",Ministry,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,1022.0,"Ministry of Youth, Sports and The Arts",Ministry,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,3212.0,Miwani Sugar Company Limited,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3213.0,Moi Teaching and Referral Hospital,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3214.0,Moi University,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3215.0,Mt Elgon Lodge(subsidiary of KDC),Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3216.0,Muhoroni Sugar Company Ltd,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3217.0,Multimedia University of Kenya,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3218.0,Murang'a University of Technology,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3219.0,Mwea Rice Mills,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3220.0,Nairobi Centre for International Arbitration,Agency,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3221.0,Nairobi International Financial Center,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3222.0,Nairobi Metropolitan AreaTransport Authority,Agency,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3223.0,National Authority for the Campaign Against Alcohol And Drug Abuse,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3224.0,National Biosafety Authority,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3225.0,National Cancer Institute of Kenya,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3227.0,"National Commission For Science, Technology and Innovation",Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3229.0,National Coroners Service,Agency,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3230.0,National Council for Children’s Services,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3231.0,National Council for Law Reporting,Agency,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3232.0,National Council for Persons With Disabilities,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3233.0,National Council for Population and Development,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3234.0,National Crime Research Centre,Agency,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3235.0,National Defense University - Kenya,Agency,National Security,Tier 3,Represents 'National Security' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3236.0,National Drought Management Authority,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3239.0,National Environment Trust Fund,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3240.0,National Government Affirmative Action Fund,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3241.0,National Government Constituencies Development Fund,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3242.0,National Health Insurance Fund,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3243.0,National Heroes Council,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3245.0,National Industrial Training Authority,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3246.0,National Informal Sector Pensions Ltd,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3248.0,National Legal Aid Service,Agency,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3249.0,National Mining Corporation,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3252.0,National Quality Control Laboratory,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3253.0,National Social Security Assistance Authority,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3255.0,National Syndemic Diseases Control Council,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,1015.0,"National Treasury and Economic Planning, The",Ministry,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,3257.0,National Water Harvesting and Storage Authority,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3258.0,National Youth Council,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3260.0,New Kenya Co-operative Creameries Limited,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3261.0,New Kenya Planters Cooperative Union,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3262.0,North Eastern National Polytechnic,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3263.0,North Rift Valley Water Works Development Agency,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3264.0,Northern Water Works Development Agency,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3265.0,Nuclear Power and Energy Agency,Agency,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3266.0,Numerical Machining Complex Limited,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3267.0,Nursing Council of Kenya,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3268.0,Nyandarua National Polytechnic,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3269.0,Nyayo Tea Zones Development Corporation,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3270.0,Nyeri National Polytechnic,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3271.0,Nzoia Sugar Company Limited,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3272.0,Occupational Therapy Council of Kenya,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2027.0,Petroleum,Department,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3273.0,Pharmacy and Poisons Board,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3274.0,Physical Planners Registration Board,Agency,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3275.0,Physiotherapy Council,Agency,Health,Tier 3,Represents 'Health' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3276.0,Policy Holders Compensation Fund,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3277.0,Postal Corporation of Kenya,Agency,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3278.0,Private Security Regulatory Authority,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3279.0,Privatization Commission,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3280.0,Public Benefits Organizations Regulatory Authority/NGO Coordinating Board,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3281.0,Public Health Officers and Technicians Council,Agency,Helth,Tier 3,Represents 'Helth' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2028.0,Public Service,Department,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3283.0,Public Service Superannuation Fund Board,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2029.0,Public Works,Department,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3284.0,Pwani University,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3285.0,Pyrethrum Processing Company of Kenya,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3286.0,Railway City Development Authority,Agency,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3287.0,Regional Centre on Groundwater Resources Education Training and Research,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3288.0,Registration of Certified Public Accountants Board,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3289.0,Registration of Certified Public Secretaries Board,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3290.0,Research Development Unit Co. Ltd,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3292.0,Rivatex (East Africa) Ltd. (Subsidiary of Moi University),Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2030.0,Roads,Department,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3293.0,Rongo University,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3294.0,Rural Electrification and Renewable Energy Corporation,Agency,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3295.0,SACCO Societies Regulatory Authority,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3296.0,School Equipment Production Unit,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3297.0,Scrap Metal Council,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2031.0,Shipping and Maritime Affairs,Department,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3298.0,Sigalagala National Polytechnic,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3299.0,Simlaw Seeds Kenya Ltd (Subsidiary of Kenya Seed Co.),Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3300.0,Simlaw Seeds Tanzania (Subsidiary of Kenya Seed Co.),Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3301.0,Simlaw Seeds Uganda Ltd. (Subsidiary of Kenya Seed Co.),Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2032.0,Social Security and Protection,Department,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,2033.0,Solicitor General,Department,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3302.0,South Eastern Kenya University,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3303.0,South Nyanza Sugar Company Limited,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3304.0,Special Economic Zones Authority,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3305.0,Sports Kenya,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2034.0,Sports and the Arts,Department,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,1018.0,"State Law Office, The",Ministry,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Ministry. Included as Tier 3 for light‑touch desk review/survey.
,,,3306.0,Street Families Rehabilitation Fund,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3307.0,Sunset Hotel Kisumu (Subsidiary of Kenya Development Corporation),Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3308.0,Taita Taveta University,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3310.0,Tana Water Works Development Agency,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3309.0,Tana and Athi Rivers Development Authority,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3311.0,Tanathi Water Works Development Agency,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3312.0,Tea Board of Kenya,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3315.0,Technical University of Kenya,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3316.0,Technical University of Mombasa,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3313.0,Technical and Vocational Education and Training Authority,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3314.0,"Technical and Vocational Education and Training Curriculum Development, Assessment and Certification",Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2035.0,"Technical, Vocational Education and Training",Department,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3317.0,Telkom Kenya Limited,Agency,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3318.0,Tharaka University,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2036.0,The Blue Economy and Fisheries,Department,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3319.0,The Eldoret National Polytechnic,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2037.0,The National Treasury,Department,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3320.0,The Presidents Award-Kenya,Agency,Social Protection Culture and Recreation,Tier 3,Represents 'Social Protection Culture and Recreation' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3321.0,Tom Mboya University,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3322.0,Tourism Finance Corporation,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3323.0,Tourism Fund,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3324.0,Tourism Regulatory Authority,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3325.0,Tourism Research Institute,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,2038.0,Tourism and Wildlife,Department,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,2039.0,Trade,Department,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,2040.0,Transport,Department,Energy Infrastructure and ICT,Tier 3,Represents 'Energy Infrastructure and ICT' cluster for balanced coverage; entity type: Department. Included as Tier 3 for light‑touch desk review/survey.
,,,3326.0,Turkana University College,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3327.0,Unclaimed Financial Assets Authority,Agency,Public Administration and International Relations,Tier 3,Represents 'Public Administration and International Relations' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3328.0,University of Eldoret,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3329.0,University of Embu,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3330.0,University of Kabianga,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3331.0,University of Nairobi,Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3332.0,University of Nairobi Enterprises and Services Limited (Subsidiary of University of Nairobi),Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3333.0,University of Nairobi Press (Subsidiary of University of Nairobi),Agency,Education,Tier 3,Represents 'Education' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3334.0,Veterinary Medicines Directorate,Agency,Agriculture Rural and Urban Development,Tier 3,Represents 'Agriculture Rural and Urban Development' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3335.0,Victims Protection Board,Agency,Governance Justice Law and Order,Tier 3,Represents 'Governance Justice Law and Order' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3336.0,Warehouse Receipt System Council,Agency,General Economic and Commercial Affairs,Tier 3,Represents 'General Economic and Commercial Affairs' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
,,,3337.0,Water Resources Authority,Agency,Environment Protection Water and Natural Resources,Tier 3,Represents 'Environment Protection Water and Natural Resources' cluster for balanced coverage; entity type: Agency. Included as Tier 3 for light‑touch desk review/survey.
